,Unnamed: 0,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,tweet words,links,replies_sentance,Negative words,Positive words,Sentiment Score
10,10,"""Improving American transit doesn’t necessarily demand multi-decade, hundred-billion-dollar infrastructure projects: It can be done by taking better advantage of existing space and existing vehicles, and then deploying them in ways that encourage people to actually use them."" https://t.co/wujlV2HMK8 ",2018-10-11 03:52:00,988.0,20.0,0.020242914979757,3.0,[],5.0,2.0,0.0,"['a', 'ac', 'act', 'actually', 'ad', 'ag', 'al', 'all', 'am', 'an', 'and', 'ar', 'as', 'at', 'ay', 'b', 'be', 'better', 'bi', 'bill', 'by', 'c', 'ca', 'can', 'ce', 'cl', 'co', 'ct', 'd', 'de', 'do', 'does', 'doesn', 'don', 'done', 'dr', 'e', 'ec', 'ed', 'em', 'en', 'eo', 'ep', 'er', 'es', 'et', 'ex', 'f', 'fr', 'g', 'ge', 'h', 'he', 'hi', 'http', 'hu', 'hundred', 'i', 'ic', 'il', 'im', 'in', 'io', 'is', 'it', 'j', 'k', 'l', 'la', 'le', 'les', 'll', 'll', 'lo', 'lt', 'm', 'ma', 'me', 'mu', 'n', 'nc', 'nd', 'ne', 'necessarily', 'ng', 'ns', 'nt', 'o', 'of', 'oj', 'ol', 'on', 'one', 'op', 'ou', 'our', 'p', 'pe', 'pl', 'pr', 'ps', 'r', 'ra', 'ran', 're', 'ri', 'ro', 'ru', 's', 'sa', 'se', 'si', 'sn', 'sp', 'ss', 'st', 't', 'taking', 'te', 'th', 'that', 'the', 'them', 'then', 'ti', 'to', 'tp', 'tr', 'ts', 'tt', 'u', 'uj', 'un', 'ur', 'us', 'use', 'v', 'va', 've', 've', 'w', 'wa', 'way', 'x', 'xi', 'y', 'ys']",https://t.co/wujlV2HMK8,"['""Improving', 'American', 'transit', 'doesn’t', 'necessarily', 'demand', 'multi-decade,', 'hundred-billion-dollar', 'infrastructure', 'projects:', 'It', 'can', 'be', 'done', 'by', 'taking', 'better', 'advantage', 'of', 'existing', 'space', 'and', 'existing', 'vehicles,', 'and', 'then', 'deploying', 'them', 'in', 'ways', 'that', 'encourage', 'people', 'to', 'actually', 'use', 'them.""', 'https://t.co/wujlV2HMK8', '']","['ill', 'in', 'ploy', 'rage', 'sting', 'the']","['ace', 'advantage', 'all', 'as', 'bet', 'better', 'can', 'courage', 'doll', 'encourage', 'improving', 'in', 'lion', 'necessarily', 'of', 'on', 'pace', 'pro', 'space', 'the', 'use', 'vantage', 'way']",22.980066445182725
11,11,"Relevant lunchtime forum on fare policy today at @SPUR_Urbanist in SF! Agree - let's talk #transit - and more specifically, regional fare integration! https://t.co/sH9D3JgXnE ",2018-10-09 15:02:00,1018.0,17.0,0.0166994106090373,1.0,[['@SPUR_Urbanist']],2.0,5.0,0.0,"['a', 'ag', 'al', 'all', 'an', 'and', 'ar', 'are', 'at', 'ay', 'b', 'ba', 'c', 'ca', 'call', 'ch', 'ci', 'co', 'cy', 'd', 'da', 'e', 'ec', 'ee', 'eg', 'el', 'et', 'ev', 'f', 'fa', 'far', 'fi', 'fo', 'for', 'g', 'gi', 'gr', 'h', 'http', 'i', 'ic', 'if', 'im', 'in', 'io', 'is', 'it', 'j', 'k', 'l', 'le', 'let', ""let's"", 'll', 'll', 'm', 'me', 'mo', 'more', 'n', 'na', 'nc', 'nd', 'ne', 'ni', 'ns', 'nt', 'o', 'od', 'ol', 'on', 'or', 'p', 'pe', 'po', 'ps', 'pu', 'r', 'ra', 'ran', 're', 'ru', 's', 'sf', 'si', 'sp', 'specifically', 'st', 't', 'te', 'ti', 'to', 'tp', 'tr', ""t's"", 'tt', 'u', 'um', 'un', 'ur', 'v', 'va', 'x', 'xn', 'y']",https://t.co/sH9D3JgXnE,"['Relevant', 'lunchtime', 'forum', 'on', 'fare', 'policy', 'today', 'at', '@SPUR_Urbanist', 'in', 'SF!', 'Agree', '-', ""let's"", 'talk', '#transit', '-', 'and', 'more', 'specifically,', 'regional', 'fare', 'integration!', 'https://t.co/sH9D3JgXnE', '']",['in'],"['agree', 'all', 'da', 'fare', 'for', 'in', 'more', 'on', 'relevant', 'today']",9.994285714285715
12,12,Congrats to our friends @SFTRU on a incredibly successful #TransitWeek 👏👏 And thanks to everyone who came out to the first ever Rider First Awards that we co-hosted! https://t.co/DbAqkjImgT ,2018-10-06 00:50:00,642.0,9.0,0.014018691588785,0.0,[['@SFTRU']],1.0,3.0,0.0,"['a', 'am', 'an', 'and', 'ar', 'at', 'aw', 'b', 'ba', 'bl', 'c', 'ca', 'came', 'cc', 'ce', 'co', 'con', 'cr', 'd', 'de', 'di', 'ds', 'e', 'ed', 'ee', 'en', 'end', 'er', 'es', 'ev', 'ever', 'every', 'everyone', 'f', 'fi', 'first', 'fr', 'ft', 'fu', 'g', 'gr', 'h', 'he', 'ho', 'http', 'i', 'ib', 'id', 'ie', 'im', 'in', 'inc', 'ir', 'it', 'j', 'k', 'kj', 'l', 'm', 'me', 'mg', 'n', 'nc', 'nd', 'ne', 'ng', 'ns', 'o', 'on', 'one', 'os', 'ou', 'our', 'out', 'p', 'ps', 'q', 'r', 'ra', 'ran', 'rd', 're', 'ri', 'rs', 'ru', 'ry', 's', 'sf', 'si', 'ss', 'st', 't', 'te', 'th', 'than', 'thank', 'thanks', 'that', 'the', 'to', 'tp', 'tr', 'ts', 'tt', 'u', 'ur', 'ut', 'v', 've', 've', 'very', 'w', 'wa', 'we', 'who', 'y']",https://t.co/DbAqkjImgT,"['Congrats', 'to', 'our', 'friends', '@SFTRU', 'on', 'a', 'incredibly', 'successful', '#TransitWeek', '👏👏', 'And', 'thanks', 'to', 'everyone', 'who', 'came', 'out', 'to', 'the', 'first', 'ever', 'Rider', 'First', 'Awards', 'that', 'we', 'co-hosted!', 'https://t.co/DbAqkjImgT', '']","['in', 'the']","['award', 'congrats', 'first', 'friend', 'host', 'in', 'incredibly', 'on', 'success', 'successful', 'thank', 'thanks', 'the', 'very', 'yo']",14.989473684210527
13,13,"@theGreaterMarin @LowHeadways We 100% believe transfer discounts should be approached strategically to support the use of transit as a network! No great Bay Area studies to share as of now, though -- @MTCBATA should study the impacts further.

@SPUR_Urbanist, any insights/data points to share? ",2018-10-04 17:28:00,128.0,10.0,0.078125,0.0,"[['@theGreaterMarin'], ['@LowHeadways'], ['@MTCBATA'], ['@SPUR_Urbanist,']]",1.0,1.0,0.0,"['a', 'ac', 'act', 'ad', 'al', 'all', 'an', 'any', 'ap', 'ar', 'are', 'as', 'at', 'ay', 'b', 'ba', 'be', 'believe', 'c', 'ca', 'call', 'ch', 'co', 'ct', 'd', 'da', 'di', 'dy', 'e', 'ea', 'ed', 'eg', 'el', 'er', 'es', 'et', 'ev', 'f', 'fu', 'further', 'g', 'gi', 'gr', 'h', 'he', 'hed', 'her', 'ho', 'i', 'ic', 'ie', 'ig', 'im', 'in', 'is', 'it', 'k', 'l', 'll', 'll', 'lo', 'm', 'ma', 'mt', 'n', 'ne', 'ni', 'no', 'now', 'ns', 'nt', 'ny', 'o', 'oa', 'of', 'oi', 'or', 'ou', 'ow', 'p', 'po', 'pp', 'pr', 'pu', 'r', 'ra', 'ran', 're', 'ri', 'rm', 'ro', 'rt', 's', 'sc', 'se', 'sf', 'should', 'si', 'sp', 'st', 'sup', 't', 'tc', 'te', 'th', 'the', 'thou', 'though', 'to', 'tr', 'ts', 'two', 'u', 'un', 'up', 'ur', 'us', 'use', 'v', 've', 've', 'w', 'wa', 'way', 'we', 'wo', 'y', 'ys']",,"['@theGreaterMarin', '@LowHeadways', 'We', '100%', 'believe', 'transfer', 'discounts', 'should', 'be', 'approached', 'strategically', 'to', 'support', 'the', 'use', 'of', 'transit', 'as', 'a', 'network!', 'No', 'great', 'Bay', 'Area', 'studies', 'to', 'share', 'as', 'of', 'now,', 'though', '--', '@MTCBATA', 'should', 'study', 'the', 'impacts', 'further.\n\n@SPUR_Urbanist,', 'any', 'insights/data', 'points', 'to', 'share?', '']","['ache', 'ached', 'belie', 'die', 'dies', 'in', 'lie', 'mar', 'no', 'the', 'ugh']","['all', 'as', 'believe', 'da', 'great', 'hare', 'head', 'headway', 'in', 'insight', 'now', 'of', 'pro', 'share', 'sight', 'strategic', 'stud', 'study', 'sup', 'support', 'the', 'up', 'use', 'way', 'work']",24.96271186440678
14,14,A clear vision for Bay Area mobility should be the basis of our regional plan; specific projects shouldn't dictate the vision. We submitted a proposal to @MTCBATA for regional fare/service/branding integration - thanks @StreetsblogSF for amplifying our message on why it matters! https://t.co/VbsvzDIW8w ,2018-10-03 04:16:00,739.0,18.0,0.0243572395128552,0.0,"[['@MTCBATA'], ['@StreetsblogSF']]",5.0,3.0,0.0,"['a', 'ag', 'al', 'am', 'an', 'and', 'ar', 'are', 'as', 'at', 'ay', 'b', 'ba', 'be', 'bi', 'bl', 'br', 'bs', 'c', 'ce', 'ci', 'cl', 'co', 'ct', 'd', 'di', 'e', 'ea', 'ec', 'ed', 'ee', 'eg', 'er', 'es', 'et', 'f', 'fa', 'far', 'fi', 'fo', 'for', 'fy', 'g', 'ge', 'gi', 'gr', 'gs', 'h', 'he', 'ho', 'http', 'hy', 'i', 'ic', 'if', 'il', 'in', 'io', 'is', 'it', 'j', 'k', 'l', 'la', 'le', 'lo', 'm', 'ma', 'me', 'mo', 'mt', 'n', 'na', 'nd', 'ng', 'nt', 'o', 'ob', 'of', 'og', 'oj', 'on', 'op', 'or', 'os', 'ou', 'our', 'p', 'pe', 'pl', 'po', 'pr', 'ps', 'r', 'ra', 'ran', 're', 'ro', 'rs', 'rv', 's', 'sa', 'se', 'sf', 'should', 'shouldn', ""shouldn't"", 'si', 'sp', 'ss', 'st', 'sub', 't', 'tc', 'te', 'th', 'than', 'thank', 'thanks', 'the', 'ti', 'to', 'tp', 'tr', 'ts', 'tt', 'u', 'ur', 'v', 'w', 'we', 'why', 'y', 'z']",https://t.co/VbsvzDIW8w,"['A', 'clear', 'vision', 'for', 'Bay', 'Area', 'mobility', 'should', 'be', 'the', 'basis', 'of', 'our', 'regional', 'plan;', 'specific', 'projects', ""shouldn't"", 'dictate', 'the', 'vision.', 'We', 'submitted', 'a', 'proposal', 'to', '@MTCBATA', 'for', 'regional', 'fare/service/branding', 'integration', '-', 'thanks', '@StreetsblogSF', 'for', 'amplifying', 'our', 'message', 'on', 'why', 'it', 'matters!', 'https://t.co/VbsvzDIW8w', '']","['ding', 'in', 'matte', 'mess', 'sag', 'the', 'vice']","['as', 'clear', 'ear', 'fare', 'for', 'in', 'matter', 'mobility', 'of', 'on', 'pro', 'sage', 'service', 'thank', 'thanks', 'the', 'vision']",16.976973684210527
15,0,"Care about transit? Free tomorrow night? Join us and @SFTRU for the region’s first transit experience awards! Come enjoy drinks/food, and meet other awesome transit advocates to celebrate the end of #TransitWeek (shout-out to @remix for hosting!)  https://t.co/3LrP1X7a9N https://t.co/npa70yxXRf ",2018-09-27 19:03:00,593.0,21.0,0.0354131534569983,1.0,"[['@SFTRU'], ['@remix']]",2.0,2.0,4.0,"['a', 'ab', 'about', 'ad', 'an', 'and', 'ar', 'are', 'at', 'aw', 'b', 'br', 'c', 'ca', 'ce', 'co', 'com', 'come', 'd', 'dr', 'ds', 'e', 'ee', 'eg', 'el', 'em', 'en', 'end', 'er', 'es', 'et', 'ex', 'f', 'fi', 'first', 'fo', 'for', 'fr', 'ft', 'g', 'gi', 'h', 'he', 'her', 'ho', 'http', 'i', 'ie', 'ig', 'in', 'io', 'ir', 'it', 'ix', 'j', 'k', 'l', 'le', 'lr', 'm', 'me', 'mo', 'n', 'nc', 'nd', 'ng', 'ni', 'nj', 'ns', 'o', 'oc', 'od', 'of', 'oi', 'om', 'on', 'oo', 'or', 'os', 'ot', 'other', 'ou', 'out', 'ow', 'p', 'p1', 'pe', 'per', 'ps', 'r', 'ra', 'ran', 'rd', 're', 'rf', 'ri', 'ro', 'rr', 'rs', 'ru', 's', 'sf', 'si', 'so', 'some', 'st', 't', 'te', 'th', 'the', 'ti', 'to', 'tp', 'tr', 'tt', 'u', 'us', 'ut', 'v', 'vo', 'w', 'wa', 'we', 'x', 'xx', 'y']","https://t.co/3LrP1X7a9N, https://t.co/npa70yxXRf","['Care', 'about', 'transit?', 'Free', 'tomorrow', 'night?', 'Join', 'us', 'and', '@SFTRU', 'for', 'the', 'region’s', 'first', 'transit', 'experience', 'awards!', 'Come', 'enjoy', 'drinks/food,', 'and', 'meet', 'other', 'awesome', 'transit', 'advocates', 'to', 'celebrate', 'the', 'end', 'of', '#TransitWeek', '(shout-out', 'to', '@remix', 'for', 'hosting!)', '', 'https://t.co/3LrP1X7a9N', 'https://t.co/npa70yxXRf', '']","['brat', 'in', 'sting', 'the']","['award', 'awesome', 'care', 'celebrate', 'enjoy', 'first', 'for', 'free', 'host', 'in', 'joy', 'of', 'on', 'the']",13.986486486486486
16,1,"Our Rider-First Awards Party is in 2 days, and we can't wait! Take 1 minute right now to buy your ticket! @SFTRU @remix https://t.co/3awJEstkQl https://t.co/NnDS5xKQrh ",2018-09-27 00:32:00,543.0,2.0,0.003683241252302,0.0,"[['@SFTRU'], ['@remix']]",0.0,0.0,2.0,"['3a', 'a', 'an', 'and', 'ar', 'aw', 'ay', 'b', 'bu', 'c', 'ca', 'can', ""can't"", 'co', 'd', 'da', 'de', 'ds', 'e', 'em', 'er', 'es', 'est', 'et', 'f', 'fi', 'first', 'ft', 'g', 'h', 'http', 'i', 'ic', 'id', 'ig', 'in', 'ir', 'is', 'it', 'ix', 'j', 'k', 'ke', 'l', 'm', 'n', 'nd', 'nn', 'no', 'now', 'o', 'ou', 'our', 'ow', 'p', 'par', 'part', 'ps', 'q', 'r', 'rd', 're', 'rh', 'ri', 'right', 'rs', 'rt', 'ru', 's', 'sf', 'st', 't', 'take', 'te', 'ti', 'to', 'tp', 'tr', 'tt', 'u', 'ur', 'ut', 'w', 'wa', 'we', 'x', 'xk', 'y', 'you', 'your', 'ys']","https://t.co/3awJEstkQl, https://t.co/NnDS5xKQrh","['Our', 'Rider-First', 'Awards', 'Party', 'is', 'in', '2', 'days,', 'and', 'we', ""can't"", 'wait!', 'Take', '1', 'minute', 'right', 'now', 'to', 'buy', 'your', 'ticket!', '@SFTRU', '@remix', 'https://t.co/3awJEstkQl', 'https://t.co/NnDS5xKQrh', '']","[""can't"", 'in', 'no']","['art', 'award', 'can', 'da', 'first', 'in', 'jest', 'now', 'party', 'right', 'take', 'yo', 'you']",12.982142857142858
17,2,"@andybosselman @CurbedSF @MTCBATA Lean startup, @MTCBATA-style: '“I think people should give us a little bit of time to see how it works out and then call us on whether or not we are correct,” said [MTC exec] Fremier. “But I think we’re headed down a very good path.”' Let's prototype Clipper, $500M at a time. ",2018-09-25 17:15:00,1413.0,20.0,0.0141542816702052,6.0,"[['@andybosselman'], ['@CurbedSF'], ['@MTCBATA'], ['@MTCBATA-style:']]",4.0,0.0,0.0,"['a', 'ad', 'al', 'all', 'an', 'and', 'ar', 'are', 'at', 'b', 'ba', 'be', 'bi', 'bu', 'but', 'c', 'ca', 'call', 'cl', 'co', 'ct', 'cu', 'd', 'de', 'do', 'down', 'ds', 'dy', 'e', 'ea', 'ec', 'ed', 'ee', 'el', 'em', 'en', 'eo', 'er', 'et', 'ex', 'f', 'fr', 'g', 'gi', 'give', 'go', 'h', 'he', 'her', 'hi', 'ho', 'how', 'i', 'id', 'ie', 'im', 'in', 'ip', 'it', 'iv', 'k', 'l', 'le', 'let', ""let's"", 'little', 'll', 'll', 'm', 'ma', 'me', 'mt', 'n', 'nd', 'no', 'not', 'o', 'od', 'of', 'on', 'oo', 'op', 'or', 'os', 'ot', 'ou', 'out', 'ow', 'own', 'p', 'pe', 'per', 'pl', 'pp', 'pr', 'r', 're', 'ro', 'rr', 'rt', 'ry', 's', 'sa', 'said', 'se', 'see', 'sf', 'should', 'ss', 'st', 't', 'tc', 'th', 'the', 'then', 'thin', 'think', 'ti', 'tl', 'to', ""t's"", 'tt', 'u', 'up', 'ur', 'us', 'ut', 'v', 've', 've', 'very', 'w', 'we', 'whether', 'wo', 'x', 'y', 'yl']",,"['@andybosselman', '@CurbedSF', '@MTCBATA', 'Lean', 'startup,', '@MTCBATA-style:', ""'“I"", 'think', 'people', 'should', 'give', 'us', 'a', 'little', 'bit', 'of', 'time', 'to', 'see', 'how', 'it', 'works', 'out', 'and', 'then', 'call', 'us', 'on', 'whether', 'or', 'not', 'we', 'are', 'correct,”', 'said', '[MTC', 'exec]', 'Fremier.', '“But', 'I', 'think', 'we’re', 'headed', 'down', 'a', 'very', 'good', ""path.”'"", ""Let's"", 'prototype', 'Clipper,', '$500M', 'at', 'a', 'time.', '']","['down', 'in', 'no', 'not', 'rot', 'sty', 'the']","['aid', 'all', 'art', 'correct', 'give', 'go', 'good', 'head', 'how', 'in', 'lean', 'of', 'on', 'pro', 'star', 'start', 'style', 'the', 'up', 'very', 'whet', 'work', 'works']",22.977491961414792
18,3,"@andybosselman @CurbedSF @MTCBATA Transit riders: ""we'd like to pay with what's already in our pockets - smartphones and credit cards - instead of having to get another random account we don't need that has to be topped up and accessed by a piece of plastic we don't want"". MTC: ""that's just a bell and whistle!"" ",2018-09-25 17:13:00,1128.0,11.0,0.0097517730496453,1.0,"[['@andybosselman'], ['@CurbedSF'], ['@MTCBATA']]",3.0,1.0,0.0,"['a', 'ac', 'ad', 'al', 'already', 'an', 'and', 'another', 'ar', 'as', 'at', 'av', 'ay', 'b', 'ba', 'be', 'by', 'c', 'ca', 'cc', 'ce', 'co', 'cr', 'cu', 'd', 'de', 'di', 'do', 'don', ""don't"", 'ds', 'dy', 'e', 'ea', 'ec', 'ed', 'ee', 'el', 'er', 'es', 'et', 'f', 'g', 'ge', 'get', 'h', 'has', 'having', 'he', 'her', 'hi', 'his', 'ho', 'i', 'ic', 'id', 'ie', 'in', 'instead', 'is', 'it', 'j', 'ju', 'just', 'k', 'ke', 'l', 'la', 'last', 'le', 'like', 'll', 'll', 'lr', 'm', 'ma', 'mt', 'n', 'nd', 'ne', 'need', 'ng', 'no', 'not', 'ns', 'nt', 'o', 'oc', 'of', 'om', 'on', 'one', 'ones', 'op', 'os', 'ot', 'other', 'ou', 'our', 'p', 'pe', 'ph', 'pi', 'pl', 'po', 'pp', 'r', 'ra', 'ran', 'rd', 're', 'ri', 'rs', 'rt', 's', 'se', 'sf', 'si', 'sm', 'ss', 'st', 't', 'tc', 'te', 'th', 'that', 'the', 'ti', 'tl', 'to', 'top', 'tp', 'tr', 'ts', ""t's"", 'u', 'un', 'up', 'ur', 'us', 'v', 'w', 'wa', 'want', 'we', 'what', ""what's"", 'wi', 'with', 'y']",,"['@andybosselman', '@CurbedSF', '@MTCBATA', 'Transit', 'riders:', '""we\'d', 'like', 'to', 'pay', 'with', ""what's"", 'already', 'in', 'our', 'pockets', '-', 'smartphones', 'and', 'credit', 'cards', '-', 'instead', 'of', 'having', 'to', 'get', 'another', 'random', 'account', 'we', ""don't"", 'need', 'that', 'has', 'to', 'be', 'topped', 'up', 'and', 'accessed', 'by', 'a', 'piece', 'of', 'plastic', 'we', ""don't"", 'want"".', 'MTC:', '""that\'s', 'just', 'a', 'bell', 'and', 'whistle!""', '']","[""don't"", 'in', 'mar', 'no', 'not', 'the']","['art', 'as', 'credit', 'hone', 'in', 'just', 'like', 'need', 'of', 'on', 'ready', 'smart', 'the', 'top', 'up', 'want', 'wit', 'with']",17.98083067092652
19,4,"@andybosselman @CurbedSF Wondering when @MTCBATA will value meeting rider needs w/ Clipper 2.0? Wonder no longer: “Most of the people don’t even understand or care about all the kinds of things that people are talking about relative to this, that, and the other bell and whistle” - MTC exec Andrew Fremier ",2018-09-25 17:09:00,1027.0,14.0,0.0136319376825705,0.0,"[['@andybosselman'], ['@CurbedSF'], ['@MTCBATA']]",4.0,1.0,0.0,"['a', 'ab', 'about', 'al', 'all', 'an', 'and', 'ar', 'are', 'at', 'b', 'ba', 'be', 'c', 'ca', 'cl', 'cu', 'd', 'de', 'do', 'don', 'dr', 'ds', 'dy', 'e', 'ec', 'ed', 'ee', 'el', 'em', 'en', 'eo', 'er', 'et', 'ev', 'even', 'ex', 'f', 'fr', 'g', 'ge', 'gs', 'h', 'he', 'her', 'hi', 'his', 'i', 'id', 'ie', 'il', 'in', 'ip', 'is', 'iv', 'k', 'l', 'la', 'le', 'll', 'll', 'lo', 'm', 'ma', 'me', 'mo', 'most', 'mt', 'n', 'nd', 'ne', 'need', 'needs', 'ng', 'no', 'o', 'of', 'on', 'op', 'or', 'os', 'ot', 'other', 'ou', 'out', 'p', 'pe', 'per', 'pl', 'pp', 'r', 're', 'ri', 'rs', 's', 'se', 'sf', 'ss', 'st', 't', 'tc', 'th', 'that', 'the', 'thin', 'this', 'ti', 'tl', 'to', 'u', 'ue', 'un', 'under', 'ur', 'ut', 'v', 'va', 'value', 've', 've', 'w', 'when', 'wi', 'will', 'wo', 'won', 'wonder', 'x', 'y']",,"['@andybosselman', '@CurbedSF', 'Wondering', 'when', '@MTCBATA', 'will', 'value', 'meeting', 'rider', 'needs', 'w/', 'Clipper', '2.0?', 'Wonder', 'no', 'longer:', '“Most', 'of', 'the', 'people', 'don’t', 'even', 'understand', 'or', 'care', 'about', 'all', 'the', 'kinds', 'of', 'things', 'that', 'people', 'are', 'talking', 'about', 'relative', 'to', 'this,', 'that,', 'and', 'the', 'other', 'bell', 'and', 'whistle”', '-', 'MTC', 'exec', 'Andrew', 'Fremier', '']","['ill', 'in', 'no', 'the']","['all', 'care', 'even', 'in', 'kind', 'most', 'need', 'of', 'on', 'the', 'under', 'understand', 'value', 'will', 'won', 'wonder', 'wondering']",16.986928104575163
20,5,"Thoughtful, thorough take on the Clipper 2.0 ""upgrade"" from  @andybosselman  @CurbedSF https://t.co/MBmSAa3YM0 ",2018-09-25 17:02:00,1191.0,26.0,0.0218303946263644,3.0,"[['@andybosselman'], ['@CurbedSF']]",6.0,1.0,13.0,"['a', 'a3', 'ad', 'an', 'and', 'b', 'be', 'c', 'cl', 'co', 'cu', 'd', 'de', 'ds', 'dy', 'e', 'ed', 'el', 'er', 'f', 'fr', 'from', 'fu', 'g', 'gr', 'h', 'he', 'ho', 'http', 'i', 'ip', 'k', 'ke', 'l', 'm', 'ma', 'ms', 'n', 'nd', 'o', 'om', 'on', 'or', 'os', 'ou', 'ought', 'p', 'pe', 'per', 'pp', 'ps', 'r', 'ra', 'ro', 's', 'sa', 'se', 'sf', 'ss', 't', 'take', 'tf', 'th', 'the', 'thorough', 'thou', 'though', 'tp', 'tt', 'u', 'up', 'ur', 'y']",https://t.co/MBmSAa3YM0,"['Thoughtful,', 'thorough', 'take', 'on', 'the', 'Clipper', '2.0', '""upgrade""', 'from', '', '@andybosselman', '', '@CurbedSF', 'https://t.co/MBmSAa3YM0', '']","['rough', 'the', 'ugh']","['on', 'rad', 'take', 'the', 'thorough', 'thoughtful', 'up', 'upgrade']",7.972972972972973
21,6,"Don’t miss the transit party of the year, next Friday night at @remix! Food + drinks + live awards to honor our Rider-First Award winners = the perfect way to cap off #TransitWeek with @SFTRU &amp; Seamless. Buy your tickets now! https://t.co/3LrP1X7a9N https://t.co/PhoKMj7Fiy ",2018-09-22 18:47:00,2756.0,55.0,0.0199564586357039,5.0,"[['@remix!'], ['@SFTRU']]",5.0,9.0,8.0,"['a', 'am', 'an', 'ap', 'ar', 'at', 'aw', 'ay', 'b', 'bu', 'c', 'ca', 'co', 'ct', 'd', 'da', 'de', 'do', 'don', 'dr', 'ds', 'e', 'ea', 'ec', 'ee', 'em', 'er', 'es', 'et', 'ex', 'f', 'ff', 'fi', 'first', 'fo', 'fr', 'ft', 'g', 'h', 'he', 'ho', 'http', 'i', 'ic', 'id', 'ig', 'in', 'inner', 'ir', 'is', 'it', 'iv', 'ix', 'iy', 'j', 'k', 'ke', 'km', 'l', 'le', 'les', 'less', 'lr', 'm', 'miss', 'ml', 'n', 'ne', 'next', 'ni', 'nn', 'no', 'nor', 'now', 'ns', 'o', 'od', 'of', 'off', 'ok', 'on', 'oo', 'or', 'ou', 'our', 'ow', 'p', 'p1', 'par', 'part', 'pe', 'per', 'ph', 'ps', 'r', 'ra', 'ran', 'rd', 're', 'rf', 'ri', 'rs', 'rt', 'ru', 's', 'se', 'sf', 'si', 'ss', 'st', 't', 'th', 'the', 'ti', 'to', 'tp', 'tr', 'ts', 'tt', 'u', 'ur', 'v', 've', 've', 'w', 'wa', 'way', 'we', 'wi', 'with', 'x', 'xt', 'y', 'you', 'your']","https://t.co/3LrP1X7a9N, https://t.co/PhoKMj7Fiy","['Don’t', 'miss', 'the', 'transit', 'party', 'of', 'the', 'year,', 'next', 'Friday', 'night', 'at', '@remix!', 'Food', '+', 'drinks', '+', 'live', 'awards', 'to', 'honor', 'our', 'Rider-First', 'Award', 'winners', '=', 'the', 'perfect', 'way', 'to', 'cap', 'off', '#TransitWeek', 'with', '@SFTRU', '&amp;', 'Seamless.', 'Buy', 'your', 'tickets', 'now!', 'https://t.co/3LrP1X7a9N', 'https://t.co/PhoKMj7Fiy', '']","['in', 'miss', 'no', 'the']","['art', 'award', 'da', 'ear', 'first', 'in', 'live', 'miss', 'next', 'now', 'of', 'ok', 'on', 'party', 'perfect', 'seamless', 'the', 'way', 'win', 'winner', 'winners', 'wit', 'with', 'yea', 'yo', 'you']",25.985611510791365
22,7,Miss our BART Board District 8 Candidate Forum w/ @SFTRU on Monday? Check out @StreetsblogSF's recap of the event! https://t.co/lDmp6749SH ,2018-09-19 23:36:00,1024.0,19.0,0.0185546875,3.0,"[['@SFTRU'], [""@StreetsblogSF's""]]",2.0,8.0,0.0,"['a', 'an', 'and', 'ap', 'ar', 'at', 'ay', 'b', 'ba', 'bl', 'c', 'ca', 'can', 'ch', 'co', 'ct', 'd', 'da', 'date', 'di', 'did', 'e', 'ec', 'ee', 'en', 'et', 'ev', 'even', 'f', 'fo', 'for', 'ft', 'g', 'gs', 'h', 'he', 'http', 'i', 'ic', 'id', 'is', 'k', 'l', 'lo', 'm', 'miss', 'mo', 'n', 'nd', 'nt', 'o', 'oa', 'of', 'og', 'on', 'or', 'ou', 'our', 'out', 'p', 'ps', 'r', 'rd', 're', 'ri', 'rt', 'ru', 's', 'sf', 'ss', 'st', 't', 'te', 'th', 'the', 'tp', 'tr', 'ts', 'tt', 'u', 'um', 'ur', 'ut', 'v', 've', 've', 'w', 'y']",https://t.co/lDmp6749SH,"['Miss', 'our', 'BART', 'Board', 'District', '8', 'Candidate', 'Forum', 'w/', '@SFTRU', 'on', 'Monday?', 'Check', 'out', ""@StreetsblogSF's"", 'recap', 'of', 'the', 'event!', 'https://t.co/lDmp6749SH', '']","['heck', 'miss', 'strict', 'the', 'vent']","['art', 'can', 'candid', 'da', 'even', 'for', 'miss', 'of', 'on', 'the', 'vent']",10.964028776978417
