,Unnamed: 0,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,tweet words,links,replies_sentance,Negative words,Positive words,Sentiment Score
947,5,"Who do you know who is hard at work to make a better, more seamless transit system for the Bay Area? Nominate now for our Seamless Bay Area Award - a part of @SFTRU Rider-First Awards held during #TransitWeek  https://t.co/CVVOT2tGX3 https://t.co/7dOZLxHGF3 ",2019-08-28 17:10:00,661.0,4.0,0.0060514372163388,0.0,[['@SFTRU']],0.0,2.0,1.0,"['a', 'am', 'an', 'ar', 'are', 'at', 'aw', 'ay', 'b', 'ba', 'be', 'better', 'c', 'co', 'cv', 'd', 'de', 'do', 'ds', 'du', 'during', 'e', 'ea', 'ee', 'el', 'em', 'er', 'es', 'et', 'f', 'fi', 'first', 'fo', 'for', 'ft', 'g', 'h', 'he', 'ho', 'http', 'i', 'id', 'in', 'ir', 'is', 'it', 'k', 'ke', 'know', 'l', 'le', 'les', 'less', 'm', 'ma', 'make', 'ml', 'mo', 'more', 'n', 'na', 'ng', 'no', 'now', 'ns', 'o', 'of', 'om', 'or', 'ot', 'ou', 'our', 'ow', 'oz', 'p', 'par', 'part', 'ps', 'r', 'ra', 'ran', 'rd', 're', 'ri', 'rs', 'rt', 'ru', 's', 'se', 'sf', 'si', 'ss', 'st', 'sy', 'system', 't', 't2', 'te', 'th', 'the', 'to', 'tp', 'tr', 'tt', 'u', 'ur', 'v', 'vo', 'w', 'wa', 'we', 'who', 'wo', 'x', 'x3', 'y', 'you', 'ys', 'z']","https://t.co/CVVOT2tGX3, https://t.co/7dOZLxHGF3","['Who', 'do', 'you', 'know', 'who', 'is', 'hard', 'at', 'work', 'to', 'make', 'a', 'better,', 'more', 'seamless', 'transit', 'system', 'for', 'the', 'Bay', 'Area?', 'Nominate', 'now', 'for', 'our', 'Seamless', 'Bay', 'Area', 'Award', '-', 'a', 'part', 'of', '@SFTRU', 'Rider-First', 'Awards', 'held', 'during', '#TransitWeek', '', 'https://t.co/CVVOT2tGX3', 'https://t.co/7dOZLxHGF3', '']","['hard', 'in', 'no', 'the']","['art', 'award', 'bet', 'better', 'first', 'for', 'in', 'make', 'more', 'nom', 'nominate', 'now', 'of', 'seamless', 'the', 'work', 'yo', 'you']",17.984496124031008
948,6,Come hang w/ us tonight at @eb4everyone Regionalism/Mobility Working Group meeting - 6:30pm. @icgee will be sharing some fun updates on Seamless Bay Area &amp; ideas on how to get more involved this fall! https://t.co/rv9xyI1N4i https://t.co/qXDJ3ulvA4 ,2019-08-28 15:01:00,579.0,4.0,0.006908462867012,0.0,"[['@eb4everyone'], ['@icgee']]",0.0,1.0,2.0,"['a', 'a4', 'al', 'all', 'am', 'an', 'ar', 'are', 'as', 'at', 'ay', 'b', 'ba', 'be', 'bi', 'c', 'cg', 'co', 'com', 'come', 'd', 'da', 'date', 'de', 'dj', 'e', 'ea', 'ed', 'ee', 'eg', 'er', 'es', 'et', 'ev', 'ever', 'every', 'everyone', 'f', 'fa', 'fu', 'g', 'ge', 'get', 'gi', 'gr', 'h', 'hi', 'his', 'ho', 'how', 'http', 'i', 'ic', 'id', 'ig', 'il', 'in', 'io', 'is', 'it', 'j', 'k', 'l', 'le', 'les', 'less', 'll', 'll', 'm', 'me', 'ml', 'mo', 'more', 'n', 'na', 'ne', 'ng', 'ni', 'o', 'ob', 'ol', 'om', 'on', 'one', 'or', 'ou', 'ow', 'p', 'pd', 'pm', 'ps', 'q', 'r', 're', 'ri', 'ro', 'rv', 'ry', 's', 'se', 'sm', 'so', 'some', 'ss', 't', 'te', 'th', 'this', 'ti', 'to', 'tp', 'tt', 'u', 'un', 'up', 'us', 'v', 'va', 've', 've', 'very', 'vo', 'vol', 'w', 'wi', 'will', 'wo', 'x', 'y']","https://t.co/rv9xyI1N4i, https://t.co/qXDJ3ulvA4","['Come', 'hang', 'w/', 'us', 'tonight', 'at', '@eb4everyone', 'Regionalism/Mobility', 'Working', 'Group', 'meeting', '-', '6:30pm.', '@icgee', 'will', 'be', 'sharing', 'some', 'fun', 'updates', 'on', 'Seamless', 'Bay', 'Area', '&amp;', 'ideas', 'on', 'how', 'to', 'get', 'more', 'involved', 'this', 'fall!', 'https://t.co/rv9xyI1N4i', 'https://t.co/qXDJ3ulvA4', '']","['fall', 'hang', 'ill', 'in']","['all', 'as', 'da', 'fun', 'hang', 'how', 'idea', 'in', 'mobility', 'more', 'on', 'seamless', 'up', 'very', 'will', 'work', 'yo']",16.984189723320156
949,7,"@MTCBATA We believe we must use the opportunity of major new funding for transportation to kick-off critical reforms to transportation governance. If you agree, please support our advocacy as these conversations about a regional measure continue: https://t.co/TmuQM5QV17 ",2019-08-26 22:59:00,671.0,2.0,0.0029806259314456,0.0,[['@MTCBATA']],1.0,0.0,0.0,"['a', 'ab', 'about', 'ac', 'ad', 'ag', 'aj', 'al', 'an', 'as', 'at', 'b', 'ba', 'be', 'believe', 'c', 'ca', 'ce', 'co', 'con', 'cr', 'cy', 'd', 'di', 'e', 'ea', 'ee', 'ef', 'eg', 'el', 'er', 'es', 'ev', 'f', 'ff', 'fo', 'for', 'fu', 'g', 'gi', 'go', 'gr', 'h', 'he', 'hes', 'http', 'i', 'ic', 'ie', 'if', 'in', 'io', 'it', 'j', 'k', 'l', 'le', 'm', 'ma', 'me', 'ms', 'mt', 'mu', 'must', 'n', 'na', 'nc', 'nd', 'ne', 'new', 'ng', 'ni', 'ns', 'nt', 'o', 'oc', 'of', 'off', 'on', 'op', 'or', 'ou', 'our', 'out', 'over', 'p', 'pl', 'please', 'po', 'pp', 'ps', 'q', 'qv', 'r', 'ra', 'ran', 're', 'ref', 'ri', 'rm', 'rn', 'rs', 'rt', 's', 'sa', 'se', 'sp', 'st', 'sup', 'sure', 't', 'tc', 'th', 'the', 'these', 'ti', 'tm', 'to', 'tp', 'tr', 'tt', 'u', 'ue', 'un', 'up', 'ur', 'us', 'use', 'ut', 'v', 've', 've', 'vo', 'w', 'we', 'y', 'you']",https://t.co/TmuQM5QV17,"['@MTCBATA', 'We', 'believe', 'we', 'must', 'use', 'the', 'opportunity', 'of', 'major', 'new', 'funding', 'for', 'transportation', 'to', 'kick-off', 'critical', 'reforms', 'to', 'transportation', 'governance.', 'If', 'you', 'agree,', 'please', 'support', 'our', 'advocacy', 'as', 'these', 'conversations', 'about', 'a', 'regional', 'measure', 'continue:', 'https://t.co/TmuQM5QV17', '']","['nan', 'belie', 'critic', 'critical', 'ding', 'in', 'lie', 'plea', 'pleas', 'the']","['nan', 'agree', 'as', 'believe', 'conversation', 'ease', 'for', 'fun', 'go', 'in', 'kick', 'major', 'must', 'new', 'of', 'on', 'opportunity', 'over', 'plea', 'please', 'reform', 'reforms', 'sport', 'sup', 'support', 'sure', 'the', 'unity', 'up', 'use', 'yo', 'you', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",55.96309963099631
950,8,"@MTCBATA The day-long session concluded on an optimistic note with transportation equity advocates and public sector leaders stressing 3 critical ingredients for success (1) a broad, grassroots coalition for change (2) an ambitious vision with accountability and (3) political champions ",2019-08-26 22:50:00,751.0,5.0,0.0066577896138482,0.0,[['@MTCBATA']],1.0,0.0,0.0,"['a', 'ab', 'ac', 'ad', 'al', 'am', 'an', 'and', 'as', 'at', 'ay', 'b', 'ba', 'bi', 'bl', 'br', 'c', 'ca', 'cc', 'ce', 'ch', 'cl', 'co', 'con', 'cr', 'ct', 'd', 'da', 'de', 'di', 'e', 'ea', 'ec', 'ed', 'en', 'eq', 'er', 'es', 'f', 'fo', 'for', 'g', 'ge', 'gr', 'h', 'he', 'i', 'ic', 'ie', 'il', 'im', 'in', 'io', 'is', 'it', 'l', 'le', 'lo', 'm', 'mt', 'n', 'nc', 'nd', 'ng', 'no', 'not', 'ns', 'nt', 'o', 'oa', 'oc', 'ol', 'on', 'oo', 'op', 'or', 'ot', 'ou', 'p', 'pi', 'po', 'pt', 'pu', 'q', 'qu', 'r', 'ra', 'ran', 're', 'ri', 'ro', 'rs', 'rt', 's', 'se', 'sec', 'si', 'sp', 'sr', 'ss', 'st', 't', 'tc', 'te', 'th', 'the', 'ti', 'to', 'tr', 'ts', 'u', 'ui', 'un', 'us', 'v', 'vo', 'w', 'wi', 'with', 'y']",,"['@MTCBATA', 'The', 'day-long', 'session', 'concluded', 'on', 'an', 'optimistic', 'note', 'with', 'transportation', 'equity', 'advocates', 'and', 'public', 'sector', 'leaders', 'stressing', '3', 'critical', 'ingredients', 'for', 'success', '(1)', 'a', 'broad,', 'grassroots', 'coalition', 'for', 'change', '(2)', 'an', 'ambitious', 'vision', 'with', 'accountability', 'and', '(3)', 'political', 'champions', '']","['critic', 'critical', 'die', 'hang', 'in', 'mist', 'no', 'not', 'quit', 'sin', 'stress', 'the']","['as', 'champ', 'champion', 'change', 'da', 'equity', 'for', 'hang', 'in', 'lead', 'leader', 'note', 'on', 'optimistic', 'qui', 'sport', 'success', 'the', 'vision', 'wit', 'with']",20.958188153310104
951,9,"@MTCBATA McMillan - as we talk about #governance of public transit, we need to think not only about public sector agencies, but also about how the private sector providers fit into the system. ",2019-08-26 21:43:00,734.0,3.0,0.0040871934604904,0.0,[['@MTCBATA']],1.0,1.0,0.0,"['a', 'ab', 'about', 'ag', 'al', 'also', 'an', 'as', 'at', 'b', 'ba', 'bl', 'bu', 'but', 'c', 'ce', 'ci', 'cm', 'ct', 'd', 'de', 'e', 'ec', 'ed', 'ee', 'em', 'en', 'er', 'es', 'f', 'fi', 'g', 'ge', 'go', 'h', 'he', 'hi', 'ho', 'how', 'i', 'ic', 'id', 'ie', 'il', 'in', 'into', 'it', 'iv', 'k', 'l', 'la', 'll', 'll', 'ls', 'm', 'mill', 'mt', 'n', 'na', 'nc', 'ne', 'need', 'nl', 'no', 'not', 'ns', 'nt', 'o', 'of', 'on', 'only', 'or', 'ot', 'ou', 'out', 'over', 'ow', 'p', 'pr', 'pu', 'r', 'ra', 'ran', 'ri', 'rn', 'ro', 'rs', 's', 'se', 'sec', 'si', 'so', 'st', 'sy', 'system', 't', 'tc', 'te', 'th', 'the', 'thin', 'think', 'to', 'tr', 'u', 'ut', 'v', 'va', 've', 've', 'w', 'we', 'y', 'ys']",,"['@MTCBATA', 'McMillan', '-', 'as', 'we', 'talk', 'about', '#governance', 'of', 'public', 'transit,', 'we', 'need', 'to', 'think', 'not', 'only', 'about', 'public', 'sector', 'agencies,', 'but', 'also', 'about', 'how', 'the', 'private', 'sector', 'providers', 'fit', 'into', 'the', 'system.', '']","['nan', 'ill', 'in', 'no', 'not', 'the']","['nan', 'as', 'fit', 'go', 'how', 'in', 'need', 'of', 'on', 'over', 'private', 'pro', 'provider', 'the', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",37.968911917098445
952,10,@MTCBATA Selby and Mehrens respond and agree governance and democracy are a huge part of addressing this problem. ,2019-08-26 21:36:00,668.0,4.0,0.0059880239520958,0.0,[['@MTCBATA']],1.0,1.0,0.0,"['a', 'ac', 'ad', 'ag', 'an', 'and', 'ar', 'are', 'at', 'b', 'ba', 'bl', 'by', 'c', 'ce', 'cr', 'cy', 'd', 'dd', 'de', 'dr', 'e', 'ee', 'el', 'em', 'en', 'er', 'es', 'f', 'g', 'ge', 'go', 'gr', 'h', 'hi', 'his', 'hr', 'hu', 'i', 'in', 'is', 'l', 'lb', 'le', 'm', 'me', 'mo', 'mt', 'n', 'na', 'nc', 'nd', 'ng', 'ns', 'o', 'ob', 'oc', 'of', 'on', 'over', 'p', 'par', 'part', 'po', 'pr', 'r', 'ra', 're', 'rn', 'ro', 'rt', 's', 'se', 'si', 'sp', 'ss', 't', 'tc', 'th', 'this', 'u', 'v', 've', 've', 'y']",,"['@MTCBATA', 'Selby', 'and', 'Mehrens', 'respond', 'and', 'agree', 'governance', 'and', 'democracy', 'are', 'a', 'huge', 'part', 'of', 'addressing', 'this', 'problem.', '']","['nan', 'in', 'problem', 'racy', 'sin']","['nan', 'add', 'agree', 'art', 'dressing', 'go', 'hug', 'huge', 'in', 'of', 'on', 'over', 'pro', 'racy', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",37.95614035087719
953,11,@MTCBATA Question from audience:  Do we need a law change at the state or national level to allow us to do a better job of considering the common good? ,2019-08-26 21:32:00,592.0,2.0,0.0033783783783783,0.0,[['@MTCBATA']],0.0,1.0,0.0,"['a', 'al', 'all', 'allow', 'an', 'at', 'au', 'aw', 'b', 'ba', 'be', 'better', 'c', 'ce', 'ch', 'co', 'com', 'con', 'consider', 'considering', 'd', 'de', 'di', 'do', 'e', 'ed', 'ee', 'el', 'en', 'er', 'es', 'est', 'et', 'ev', 'f', 'fr', 'from', 'g', 'ge', 'go', 'h', 'he', 'i', 'id', 'ie', 'in', 'io', 'j', 'l', 'la', 'le', 'll', 'll', 'lo', 'm', 'mo', 'mt', 'n', 'na', 'nc', 'ne', 'need', 'ng', 'ns', 'o', 'ob', 'od', 'of', 'om', 'on', 'oo', 'or', 'ow', 'q', 'qu', 'que', 'r', 'ri', 'ro', 's', 'si', 'side', 'st', 't', 'tc', 'te', 'th', 'the', 'ti', 'to', 'tt', 'u', 'ue', 'us', 'v', 've', 've', 'w', 'we']",,"['@MTCBATA', 'Question', 'from', 'audience:', '', 'Do', 'we', 'need', 'a', 'law', 'change', 'at', 'the', 'state', 'or', 'national', 'level', 'to', 'allow', 'us', 'to', 'do', 'a', 'better', 'job', 'of', 'considering', 'the', 'common', 'good?', '']","['cons', 'die', 'hang', 'in', 'the']","['all', 'bet', 'better', 'change', 'consider', 'go', 'good', 'hang', 'in', 'need', 'of', 'on', 'quest', 'question', 'state', 'the']",15.967105263157896
954,12,Therese McMillan of @MTCBATA says the Bay Area has largely failed at communicating to the public what a regionally connected public transit system actually looks like - and that is a huge challenge. We need to have a common vision for a regional measure to pass. ,2019-08-26 20:50:00,1837.0,34.0,0.0185084376701143,7.0,[['@MTCBATA']],10.0,3.0,0.0,"['a', 'ac', 'act', 'actually', 'al', 'all', 'an', 'and', 'ar', 'are', 'as', 'at', 'av', 'ay', 'b', 'ba', 'bl', 'c', 'ca', 'ch', 'cm', 'co', 'com', 'con', 'ct', 'd', 'e', 'ea', 'ec', 'ed', 'ee', 'eg', 'el', 'em', 'en', 'er', 'es', 'f', 'fa', 'fo', 'for', 'g', 'ge', 'gi', 'h', 'has', 'have', 'he', 'her', 'here', 'heres', 'hu', 'i', 'ic', 'il', 'in', 'io', 'is', 'it', 'k', 'ke', 'l', 'la', 'largely', 'le', 'like', 'll', 'll', 'lo', 'look', 'looks', 'm', 'me', 'mill', 'mo', 'mt', 'mu', 'n', 'na', 'nd', 'ne', 'need', 'ng', 'ni', 'nn', 'ns', 'o', 'of', 'ok', 'om', 'on', 'oo', 'or', 'p', 'pas', 'pu', 'r', 'ra', 'ran', 're', 's', 'sa', 'say', 'says', 'se', 'si', 'ss', 'st', 'sure', 'sy', 'system', 't', 'tc', 'te', 'th', 'that', 'the', 'there', 'theres', 'ti', 'to', 'tr', 'u', 'un', 'ur', 'v', 've', 've', 'w', 'we', 'what', 'y', 'ys']",,"['Therese', 'McMillan', 'of', '@MTCBATA', 'says', 'the', 'Bay', 'Area', 'has', 'largely', 'failed', 'at', 'communicating', 'to', 'the', 'public', 'what', 'a', 'regionally', 'connected', 'public', 'transit', 'system', 'actually', 'looks', 'like', '-', 'and', 'that', 'is', 'a', 'huge', 'challenge.', 'We', 'need', 'to', 'have', 'a', 'common', 'vision', 'for', 'a', 'regional', 'measure', 'to', 'pass.', '']","['ail', 'fail', 'failed', 'ill', 'in', 'the']","['all', 'as', 'connect', 'connected', 'for', 'hall', 'have', 'hug', 'huge', 'in', 'large', 'like', 'need', 'of', 'ok', 'on', 'say', 'sure', 'the', 'vision']",19.977186311787072
955,13,"Gloria Ohland of @MoveLATransit critical question for Bay Area:  Who's going to be your Champion?  LA had the Mayor of LA, and an Excellent Transit Agency (@metrolosangeles); the Bay Area's fragmentation presents a challenge to having a clear champion. ",2019-08-26 20:50:00,776.0,11.0,0.0141752577319587,0.0,"[['@MoveLATransit'], ['@metrolosangeles);']]",2.0,1.0,0.0,"['a', 'ad', 'ag', 'al', 'all', 'am', 'an', 'and', 'ar', 'are', ""a's"", 'at', 'av', 'ay', 'b', 'ba', 'be', 'c', 'ca', 'ce', 'ch', 'cl', 'cr', 'cy', 'd', 'e', 'ea', 'el', 'en', 'es', 'est', 'et', 'ex', 'f', 'fo', 'for', 'fr', 'g', 'ge', 'gl', 'go', 'going', 'h', 'had', 'having', 'he', 'ho', 'i', 'ia', 'ic', 'in', 'io', 'it', 'l', 'la', 'le', 'les', 'll', 'll', 'lo', 'los', 'm', 'ma', 'may', 'me', 'mo', 'move', 'n', 'nc', 'nd', 'ng', 'ns', 'nt', 'o', 'of', 'oh', 'oi', 'ol', 'on', 'or', 'os', 'ou', 'our', 'p', 'pi', 'pr', 'present', 'q', 'qu', 'que', 'r', 'ra', 'ran', 're', 'ri', 'ro', 's', 'sa', 'se', 'sent', 'si', 'st', 't', 'th', 'the', 'ti', 'to', 'tr', 'ts', 'u', 'ue', 'ur', 'v', 've', 've', 'w', 'who', ""who's"", 'x', 'y', 'you', 'your']",,"['Gloria', 'Ohland', 'of', '@MoveLATransit', 'critical', 'question', 'for', 'Bay', 'Area:', '', ""Who's"", 'going', 'to', 'be', 'your', 'Champion?', '', 'LA', 'had', 'the', 'Mayor', 'of', 'LA,', 'and', 'an', 'Excellent', 'Transit', 'Agency', '(@metrolosangeles);', 'the', 'Bay', ""Area's"", 'fragmentation', 'presents', 'a', 'challenge', 'to', 'having', 'a', 'clear', 'champion.', '']","['critic', 'critical', 'in', 'resent', 'the']","['all', 'angel', 'champ', 'champion', 'clear', 'ear', 'excel', 'excellent', 'for', 'go', 'going', 'hall', 'in', 'move', 'of', 'on', 'present', 'quest', 'question', 'the', 'yo', 'you']",21.9802371541502
956,14,"@TransForm_Alert @Urban_Habitat @siliconvalleycf Seattle Deputy Mayor Shefali Ranganathan shares that critical to Seattle's success was having a bold vision that communicated the promise of connectivity, including the number of jobs and housing accessible within 30, 60 minutes because of new transpo improvements. ",2019-08-26 20:50:00,506.0,5.0,0.0098814229249011,0.0,"[['@TransForm_Alert'], ['@Urban_Habitat'], ['@siliconvalleycf']]",2.0,2.0,0.0,"['a', 'ab', 'ac', 'al', 'all', 'an', 'and', 'ar', 'are', 'as', 'at', 'au', 'av', 'ay', 'b', 'ba', 'be', 'because', 'bi', 'bl', 'bs', 'c', 'ca', 'cause', 'cc', 'ce', 'cf', 'cl', 'co', 'com', 'con', 'cr', 'ct', 'd', 'de', 'di', 'e', 'ea', 'ec', 'ed', 'ef', 'em', 'en', 'ep', 'er', 'es', 'ey', 'f', 'fa', 'fo', 'for', 'g', 'ga', 'h', 'having', 'he', 'hi', 'ho', 'i', 'ib', 'ic', 'il', 'im', 'in', 'inc', 'io', 'is', 'it', 'iv', 'j', 'l', 'le', 'll', 'll', 'm', 'ma', 'may', 'me', 'mu', 'n', 'na', 'nc', 'nd', 'ne', 'new', 'ng', 'ni', 'nn', 'ns', 'nt', 'o', 'ob', 'of', 'ol', 'old', 'om', 'on', 'or', 'ou', 'p', 'po', 'pr', 'pu', 'put', 'r', 'ra', 'ran', 're', 'ri', 'rm', 'ro', 'rt', 's', 'se', 'sf', 'she', 'si', 'sp', 'ss', 't', 'te', 'th', 'than', 'that', 'the', 'thin', 'ti', 'tl', 'to', 'tr', 'ts', 'tt', 'u', 'um', 'un', 'ur', 'us', 'use', 'using', 'ut', 'v', 'va', 've', 've', 'w', 'wa', 'was', 'wi', 'with', 'within', 'y']",,"['@TransForm_Alert', '@Urban_Habitat', '@siliconvalleycf', 'Seattle', 'Deputy', 'Mayor', 'Shefali', 'Ranganathan', 'shares', 'that', 'critical', 'to', ""Seattle's"", 'success', 'was', 'having', 'a', 'bold', 'vision', 'that', 'communicated', 'the', 'promise', 'of', 'connectivity,', 'including', 'the', 'number', 'of', 'jobs', 'and', 'housing', 'accessible', 'within', '30,', '60', 'minutes', 'because', 'of', 'new', 'transpo', 'improvements.', '']","['critic', 'critical', 'ding', 'in', 'numb', 'old', 'sin', 'the']","['alert', 'all', 'as', 'bold', 'cause', 'connect', 'for', 'hare', 'icon', 'improve', 'improvement', 'improvements', 'in', 'new', 'number', 'of', 'on', 'pro', 'promise', 'share', 'success', 'the', 'transform', 'use', 'vision', 'wit', 'with', 'yo']",27.974603174603175
957,15,"We’re at important discussion going on today on how to build a successful transportation measure in 2020 hosted by @TransForm_Alert @Urban_Habitat and @siliconvalleycf, with special guests from Seattle and LA sharing lessons learned from successful ballot measures in 2016. https://t.co/wEo7eyrOq5 ",2019-08-26 20:40:00,3172.0,83.0,0.0261664564943253,6.0,"[['@TransForm_Alert'], ['@Urban_Habitat'], ['@siliconvalleycf,']]",23.0,17.0,1.0,"['a', 'ab', 'al', 'all', 'an', 'and', 'ar', 'as', 'at', 'ay', 'b', 'ba', 'bi', 'bu', 'by', 'c', 'cc', 'ce', 'cf', 'ci', 'co', 'con', 'cu', 'd', 'da', 'di', 'e', 'ea', 'ec', 'ed', 'eo', 'er', 'es', 'est', 'ey', 'f', 'fo', 'for', 'fr', 'from', 'fu', 'g', 'go', 'going', 'h', 'ho', 'how', 'http', 'i', 'ia', 'ic', 'il', 'im', 'important', 'in', 'io', 'is', 'it', 'l', 'la', 'le', 'les', 'less', 'll', 'll', 'lo', 'm', 'me', 'n', 'nd', 'ne', 'ng', 'ns', 'nt', 'o', 'od', 'oi', 'om', 'on', 'oq', 'or', 'os', 'ot', 'ow', 'p', 'pe', 'po', 'ps', 'q', 'r', 'ra', 'ran', 're', 'ri', 'rm', 'rn', 'ro', 'rt', 's', 'sc', 'se', 'sf', 'si', 'so', 'sp', 'ss', 'st', 'sure', 't', 'te', 'th', 'ti', 'tl', 'to', 'tp', 'tr', 'ts', 'tt', 'u', 'ue', 'ui', 'ur', 'us', 'v', 'va', 'w', 'we', 'wi', 'with', 'y', 'yr']",https://t.co/wEo7eyrOq5,"['We’re', 'at', 'important', 'discussion', 'going', 'on', 'today', 'on', 'how', 'to', 'build', 'a', 'successful', 'transportation', 'measure', 'in', '2020', 'hosted', 'by', '@TransForm_Alert', '@Urban_Habitat', 'and', '@siliconvalleycf,', 'with', 'special', 'guests', 'from', 'Seattle', 'and', 'LA', 'sharing', 'lessons', 'learned', 'from', 'successful', 'ballot', 'measures', 'in', '2016.', 'https://t.co/wEo7eyrOq5', '']","['cuss', 'in']","['alert', 'all', 'as', 'build', 'da', 'ear', 'earn', 'for', 'go', 'going', 'guest', 'host', 'how', 'icon', 'important', 'in', 'learn', 'learned', 'on', 'special', 'sport', 'success', 'successful', 'sure', 'today', 'transform', 'wit', 'with']",27.993288590604028
958,16,@suldrew @FitzTheReporter @ladyfleur @IDoTheThinking @ArmandDoma @graue We support common dog policies across all 27 transit operators ,2019-08-26 15:39:00,78.0,8.0,0.1025641025641025,0.0,"[['@suldrew'], ['@FitzTheReporter'], ['@ladyfleur'], ['@IDoTheThinking'], ['@ArmandDoma'], ['@graue']]",4.0,2.0,0.0,"['a', 'ac', 'across', 'ad', 'al', 'all', 'an', 'and', 'ar', 'at', 'au', 'c', 'ci', 'co', 'com', 'cr', 'd', 'dd', 'do', 'dr', 'dy', 'e', 'ep', 'er', 'es', 'et', 'eu', 'f', 'fi', 'fl', 'g', 'gr', 'h', 'he', 'her', 'here', 'hi', 'i', 'ic', 'id', 'ie', 'in', 'it', 'k', 'l', 'la', 'le', 'll', 'll', 'm', 'ma', 'mo', 'n', 'nd', 'ng', 'ns', 'o', 'og', 'ol', 'om', 'on', 'op', 'or', 'os', 'ot', 'p', 'pe', 'per', 'po', 'pp', 'r', 'ra', 'ran', 're', 'rm', 'ro', 'rs', 'rt', 's', 'si', 'ss', 'sup', 't', 'te', 'th', 'the', 'there', 'thin', 'think', 'to', 'tr', 'u', 'ue', 'up', 'ur', 'w', 'we', 'y', 'z']",,"['@suldrew', '@FitzTheReporter', '@ladyfleur', '@IDoTheThinking', '@ArmandDoma', '@graue', 'We', 'support', 'common', 'dog', 'policies', 'across', 'all', '27', 'transit', 'operators', '']","['in', 'the']","['all', 'fit', 'in', 'lady', 'on', 'sup', 'support', 'the', 'thinking', 'up']",9.985185185185186
959,17,Nominations for the Seamless Bay Area Award are open! This award celebrates those who's work champions the Seamless Transit Principles. Please nominate by 8.30 and come celebrate with us at the @SFTransitRiders Rider-First Awards Party on 9.13. https://t.co/CVVOT2tGX3 https://t.co/jiZjd2mSrI ,2019-08-26 15:17:00,913.0,24.0,0.0262869660460021,4.0,[['@SFTransitRiders']],4.0,2.0,3.0,"['a', 'am', 'an', 'and', 'ar', 'are', 'as', 'at', 'aw', 'ay', 'b', 'ba', 'br', 'by', 'c', 'ce', 'ch', 'ci', 'co', 'com', 'come', 'cv', 'd', 'd2', 'de', 'ds', 'e', 'ea', 'el', 'en', 'er', 'es', 'f', 'fi', 'first', 'fo', 'for', 'ft', 'g', 'h', 'he', 'hi', 'his', 'ho', 'http', 'i', 'id', 'in', 'inc', 'io', 'ip', 'ir', 'is', 'it', 'iz', 'j', 'k', 'l', 'le', 'les', 'less', 'm', 'me', 'ml', 'ms', 'n', 'na', 'nc', 'nd', 'no', 'ns', 'o', 'om', 'on', 'op', 'or', 'os', 'ot', 'p', 'par', 'part', 'pe', 'pi', 'pl', 'please', 'pr', 'ps', 'r', 'ra', 'ran', 'rd', 're', 'ri', 'rs', 'rt', 's', 'se', 'sf', 'si', 'sr', 'ss', 'st', 't', 't2', 'te', 'th', 'the', 'this', 'those', 'ti', 'tp', 'tr', 'tt', 'u', 'us', 'v', 'vo', 'w', 'wa', 'who', ""who's"", 'wi', 'with', 'wo', 'x', 'x3', 'y', 'z']","https://t.co/CVVOT2tGX3, https://t.co/jiZjd2mSrI","['Nominations', 'for', 'the', 'Seamless', 'Bay', 'Area', 'Award', 'are', 'open!', 'This', 'award', 'celebrates', 'those', ""who's"", 'work', 'champions', 'the', 'Seamless', 'Transit', 'Principles.', 'Please', 'nominate', 'by', '8.30', 'and', 'come', 'celebrate', 'with', 'us', 'at', 'the', '@SFTransitRiders', 'Rider-First', 'Awards', 'Party', 'on', '9.13.', 'https://t.co/CVVOT2tGX3', 'https://t.co/jiZjd2mSrI', '']","['brat', 'in', 'no', 'plea', 'pleas', 'the']","['art', 'as', 'award', 'celebrate', 'champ', 'champion', 'ease', 'first', 'for', 'in', 'nom', 'nominate', 'on', 'open', 'party', 'plea', 'please', 'principle', 'seamless', 'the', 'wit', 'with', 'work']",22.97952218430034
