,Unnamed: 0,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,tweet words,links,replies_sentance,Negative words,Positive words,Sentiment Score,hour,minute,day
921,37,"@rr For some reason, my mind read the acronym as ""Seamless In My Bay Yarea"" ",2021-02-07 19:41:00,235.0,6.0,0.025531914893617,0.0,[['@rr']],3.0,0.0,0.0,"['@rr', 'for', 'some', 'reason,', 'my', 'mind', 'read', 'the', 'acronym', 'as', '""seamless', 'in', 'my', 'bay', 'yarea""']",,"['@rr', 'For', 'some', 'reason,', 'my', 'mind', 'read', 'the', 'acronym', 'as', '""Seamless', 'In', 'My', 'Bay', 'Yarea""', '']","['in', 'the']","['as', 'for', 'in', 'mind', 'on', 'reason', 'seamless', 'the', 'yare']",0.09210526315789473,19,41,7
922,38,"If you’re interested to receive updates on the game, be sure to sign up here - https://t.co/rsZzRKdFQh ",2021-02-07 19:37:00,954.0,59.0,0.0618448637316561,1.0,[],7.0,1.0,39.0,"['if', 'you’re', 'interested', 'to', 'receive', 'updates', 'on', 'the', 'game,', 'be', 'sure', 'to', 'sign', 'up', 'here', 'https://t.co/rszzrkdfqh']",https://t.co/rsZzRKdFQh,"['If', 'you’re', 'interested', 'to', 'receive', 'updates', 'on', 'the', 'game,', 'be', 'sure', 'to', 'sign', 'up', 'here', '-', 'https://t.co/rsZzRKdFQh', '']","['in', 'the']","['da', 'game', 'in', 'interest', 'interested', 'on', 'receive', 'rest', 'rested', 'sure', 'the', 'up', 'yo', 'you']",0.11650485436893204,19,37,7
923,39,"Let’s namestorm - we’d love suggestions for the title of our upcoming board game! The game allows 2-5 players to compete, to see who can connect the most homes, workplaces and activities as possible via transit. Share your name ideas - the good, the bad, and the hilarious! https://t.co/tByl6JUAuv ",2021-02-07 19:35:00,19768.0,592.0,0.0299473897207608,15.0,[],48.0,39.0,1.0,"['let’s', 'namestorm', 'we’d', 'love', 'suggestions', 'for', 'the', 'title', 'of', 'our', 'upcoming', 'board', 'game!', 'the', 'game', 'allows', 'players', 'to', 'compete,', 'to', 'see', 'who', 'can', 'connect', 'the', 'most', 'homes,', 'workplaces', 'and', 'activities', 'as', 'possible', 'via', 'transit.', 'share', 'your', 'name', 'ideas', 'the', 'good,', 'the', 'bad,', 'and', 'the', 'hilarious!', 'https://t.co/tbyl6juauv']",https://t.co/tByl6JUAuv,"['Let’s', 'namestorm', '-', 'we’d', 'love', 'suggestions', 'for', 'the', 'title', 'of', 'our', 'upcoming', 'board', 'game!', 'The', 'game', 'allows', '2-5', 'players', 'to', 'compete,', 'to', 'see', 'who', 'can', 'connect', 'the', 'most', 'homes,', 'workplaces', 'and', 'activities', 'as', 'possible', 'via', 'transit.', 'Share', 'your', 'name', 'ideas', '-', 'the', 'good,', 'the', 'bad,', 'and', 'the', 'hilarious!', 'https://t.co/tByl6JUAuv', '']","['bad', 'in', 'the']","['ace', 'all', 'as', 'aye', 'can', 'connect', 'for', 'game', 'go', 'good', 'hare', 'hilarious', 'home', 'idea', 'in', 'love', 'most', 'of', 'on', 'play', 'possible', 'share', 'the', 'up', 'upcoming', 'work', 'yo', 'you']",0.08389261744966443,19,35,7
924,40,@USDOT Peteloaf ,2021-02-05 21:26:00,943.0,45.0,0.0477200424178154,2.0,[['@USDOT']],33.0,5.0,0.0,"['@usdot', 'peteloaf']",,"['@USDOT', 'Peteloaf', '']",[],[],0.0,21,26,5
925,41,"📢 ACTION ALERT 📢 

Several transit agency boards are discussing items related to seamless transit at their Feb meetings.

We need people to tune in &amp; make public comment in support of integrated service &amp; fares!

Get the details &amp; sign up here! ✋https://t.co/RR6r2FAFQM ",2021-02-05 00:13:00,1135.0,18.0,0.0158590308370044,3.0,[],2.0,1.0,7.0,"['action', 'alert', 'several', 'transit', 'agency', 'boards', 'are', 'discussing', 'items', 'related', 'to', 'seamless', 'transit', 'at', 'their', 'feb', 'meetings.', 'we', 'need', 'people', 'to', 'tune', 'in', '&amp;', 'make', 'public', 'comment', 'in', 'support', 'of', 'integrated', 'service', '&amp;', 'fares!', 'get', 'the', 'details', '&amp;', 'sign', 'up', 'here!', '✋https://t.co/rr6r2fafqm']",https://t.co/RR6r2FAFQM,"['📢', 'ACTION', 'ALERT', '📢', '\n\nSeveral', 'transit', 'agency', 'boards', 'are', 'discussing', 'items', 'related', 'to', 'seamless', 'transit', 'at', 'their', 'Feb', 'meetings.\n\nWe', 'need', 'people', 'to', 'tune', 'in', '&amp;', 'make', 'public', 'comment', 'in', 'support', 'of', 'integrated', 'service', '&amp;', 'fares!\n\nGet', 'the', 'details', '&amp;', 'sign', 'up', 'here!', '✋https://t.co/RR6r2FAFQM', '']","['ail', 'cuss', 'grate', 'in', 'sever', 'sin', 'the', 'vice']","['action', 'alert', 'elate', 'elated', 'fare', 'in', 'integrate', 'integrated', 'make', 'need', 'of', 'on', 'seamless', 'service', 'sup', 'support', 'the', 'tune', 'up']",0.03900709219858156,0,13,5
926,42,"🗣️ Bay Area transit riders - tell us your story! 

We're collecting rider perspectives to inform our ongoing conversations w/ transit leaders about the importance of seamless transit &amp; integrated fares.

Your voice can make a difference ➡️  https://t.co/KOgMtsjt42 ",2021-02-04 22:49:00,857.0,8.0,0.0093348891481913,2.0,[],0.0,1.0,3.0,"['bay', 'area', 'transit', 'riders', 'tell', 'us', 'your', 'story!', ""we're"", 'collecting', 'rider', 'perspectives', 'to', 'inform', 'our', 'ongoing', 'conversations', 'w/', 'transit', 'leaders', 'about', 'the', 'importance', 'of', 'seamless', 'transit', '&amp;', 'integrated', 'fares.', 'your', 'voice', 'can', 'make', 'a', 'difference', 'https://t.co/kogmtsjt42']",https://t.co/KOgMtsjt42,"['🗣️', 'Bay', 'Area', 'transit', 'riders', '-', 'tell', 'us', 'your', 'story!', ""\n\nWe're"", 'collecting', 'rider', 'perspectives', 'to', 'inform', 'our', 'ongoing', 'conversations', 'w/', 'transit', 'leaders', 'about', 'the', 'importance', 'of', 'seamless', 'transit', '&amp;', 'integrated', 'fares.\n\nYour', 'voice', 'can', 'make', 'a', 'difference', '➡️', '', 'https://t.co/KOgMtsjt42', '']","['grate', 'in', 'the']","['can', 'conversation', 'fare', 'for', 'go', 'going', 'in', 'inform', 'integrate', 'integrated', 'lead', 'leader', 'make', 'of', 'on', 'ongoing', 'perspective', 'seamless', 'the', 'yo', 'you']",0.06691449814126395,22,49,4
927,43,"Great to hear from Bay Area leaders this morning about the #Link21 project and the importance of greater coordination on rail and transit across the Bay Area. 

You can catch the recorded webinar here if you weren't able to tune in live: https://t.co/11C5ZUHGSu https://t.co/flp8e1DzuZ ",2021-02-04 20:53:00,1484.0,9.0,0.0060646900269541,1.0,[],2.0,2.0,1.0,"['great', 'to', 'hear', 'from', 'bay', 'area', 'leaders', 'this', 'morning', 'about', 'the', '#link21', 'project', 'and', 'the', 'importance', 'of', 'greater', 'coordination', 'on', 'rail', 'and', 'transit', 'across', 'the', 'bay', 'area.', 'you', 'can', 'catch', 'the', 'recorded', 'webinar', 'here', 'if', 'you', ""weren't"", 'able', 'to', 'tune', 'in', 'live:', 'https://t.co/11c5zuhgsu', 'https://t.co/flp8e1dzuz']","https://t.co/11C5ZUHGSu, https://t.co/flp8e1DzuZ","['Great', 'to', 'hear', 'from', 'Bay', 'Area', 'leaders', 'this', 'morning', 'about', 'the', '#Link21', 'project', 'and', 'the', 'importance', 'of', 'greater', 'coordination', 'on', 'rail', 'and', 'transit', 'across', 'the', 'Bay', 'Area.', '\n\nYou', 'can', 'catch', 'the', 'recorded', 'webinar', 'here', 'if', 'you', ""weren't"", 'able', 'to', 'tune', 'in', 'live:', 'https://t.co/11C5ZUHGSu', 'https://t.co/flp8e1DzuZ', '']","['ail', 'in', 'rail', 'the']","['able', 'can', 'catch', 'ear', 'great', 'in', 'lead', 'leader', 'live', 'of', 'on', 'pro', 'the', 'tune', 'yo', 'you']",0.04195804195804196,20,53,4
928,44,Tune in from now til noon!👇#TransitEquityDay #TransitIsEssential https://t.co/DZsYJOZWqg ,2021-02-04 16:26:00,784.0,1.0,0.0012755102040816,0.0,[],0.0,1.0,0.0,"['tune', 'in', 'from', 'now', 'til', 'noon!👇#transitequityday', '#transitisessential', 'https://t.co/dzsyjozwqg']",https://t.co/DZsYJOZWqg,"['Tune', 'in', 'from', 'now', 'til', 'noon!👇#TransitEquityDay', '#TransitIsEssential', 'https://t.co/DZsYJOZWqg', '']","['in', 'no', 'quit']","['da', 'equity', 'essential', 'in', 'now', 'on', 'qui', 'tune']",0.056179775280898875,16,26,4
929,45,"Successful Transit-Oriented Development relies off of high quality, seamlessly integrated transit. https://t.co/CI2mentq5j ",2021-02-03 20:09:00,964.0,5.0,0.0051867219917012,1.0,[],3.0,0.0,0.0,"['successful', 'transit-oriented', 'development', 'relies', 'off', 'of', 'high', 'quality,', 'seamlessly', 'integrated', 'transit.', 'https://t.co/ci2mentq5j']",https://t.co/CI2mentq5j,"['Successful', 'Transit-Oriented', 'Development', 'relies', 'off', 'of', 'high', 'quality,', 'seamlessly', 'integrated', 'transit.', 'https://t.co/CI2mentq5j', '']","['grate', 'in', 'lie', 'lies', 'sly']","['high', 'in', 'integrate', 'integrated', 'of', 'quality', 'seamless', 'success', 'successful']",0.03252032520325203,20,9,3
930,46,Tune in now to a national Community Hearing on Public Transit! 👇👇 #TransitEquityDay https://t.co/TnEWoXcWNk ,2021-02-03 19:53:00,1351.0,7.0,0.005181347150259,1.0,[],4.0,0.0,0.0,"['tune', 'in', 'now', 'to', 'a', 'national', 'community', 'hearing', 'on', 'public', 'transit!', '#transitequityday', 'https://t.co/tnewoxcwnk']",https://t.co/TnEWoXcWNk,"['Tune', 'in', 'now', 'to', 'a', 'national', 'Community', 'Hearing', 'on', 'Public', 'Transit!', '👇👇', '#TransitEquityDay', 'https://t.co/TnEWoXcWNk', '']","['in', 'no', 'quit']","['community', 'da', 'ear', 'equity', 'in', 'new', 'now', 'on', 'qui', 'tune', 'unity']",0.07407407407407407,19,53,3
931,47,"""One of the hurdles of increasing public transportation ridership, in general, is crafting seamless connectivity between different modes so that a commuter could conceivably travel from San Jose up the Peninsula and to the North or East Bay with ease."" 🎯 https://t.co/vb6VL3GjE4 ",2021-02-03 19:41:00,686.0,7.0,0.010204081632653,0.0,[],0.0,0.0,5.0,"['""one', 'of', 'the', 'hurdles', 'of', 'increasing', 'public', 'transportation', 'ridership,', 'in', 'general,', 'is', 'crafting', 'seamless', 'connectivity', 'between', 'different', 'modes', 'so', 'that', 'a', 'commuter', 'could', 'conceivably', 'travel', 'from', 'san', 'jose', 'up', 'the', 'peninsula', 'and', 'to', 'the', 'north', 'or', 'east', 'bay', 'with', 'ease.""', 'https://t.co/vb6vl3gje4']",https://t.co/vb6VL3GjE4,"['""One', 'of', 'the', 'hurdles', 'of', 'increasing', 'public', 'transportation', 'ridership,', 'in', 'general,', 'is', 'crafting', 'seamless', 'connectivity', 'between', 'different', 'modes', 'so', 'that', 'a', 'commuter', 'could', 'conceivably', 'travel', 'from', 'San', 'Jose', 'up', 'the', 'Peninsula', 'and', 'to', 'the', 'North', 'or', 'East', 'Bay', 'with', 'ease.""', '🎯', 'https://t.co/vb6VL3GjE4', '']","['in', 'no', 'sin', 'the']","['as', 'bet', 'connect', 'could', 'craft', 'different', 'ease', 'hip', 'in', 'of', 'on', 'seamless', 'sport', 'the', 'up', 'wit', 'with']",0.04659498207885304,19,41,3
932,48,"Finally, sign up for our mailing list if you haven't already!  📥 We'll keep you updated on important opportunities to take action https://t.co/Rs5lx5cmyd ",2021-02-02 19:37:00,565.0,8.0,0.0141592920353982,1.0,[],2.0,0.0,4.0,"['finally,', 'sign', 'up', 'for', 'our', 'mailing', 'list', 'if', 'you', ""haven't"", 'already!', ""we'll"", 'keep', 'you', 'updated', 'on', 'important', 'opportunities', 'to', 'take', 'action', 'https://t.co/rs5lx5cmyd']",https://t.co/Rs5lx5cmyd,"['Finally,', 'sign', 'up', 'for', 'our', 'mailing', 'list', 'if', 'you', ""haven't"", 'already!', '', '📥', ""We'll"", 'keep', 'you', 'updated', 'on', 'important', 'opportunities', 'to', 'take', 'action', 'https://t.co/Rs5lx5cmyd', '']","['ail', 'ailing', 'in']","['action', 'all', 'da', 'for', 'have', 'haven', 'important', 'in', 'mai', 'on', 'opportunities', 'ready', 'take', 'up', 'updated', 'yo', 'you']",0.09090909090909091,19,37,2
933,49,"Third, complete the new @MTCBATA survey on fare coordination and integration, which will inform the region’s official fare integration study: https://t.co/PgVFQVdhBd ",2021-02-02 19:37:00,732.0,7.0,0.0095628415300546,1.0,[['@MTCBATA']],4.0,0.0,0.0,"['third,', 'complete', 'the', 'new', '@mtcbata', 'survey', 'on', 'fare', 'coordination', 'and', 'integration,', 'which', 'will', 'inform', 'the', 'region’s', 'official', 'fare', 'integration', 'study:', 'https://t.co/pgvfqvdhbd']",https://t.co/PgVFQVdhBd,"['Third,', 'complete', 'the', 'new', '@MTCBATA', 'survey', 'on', 'fare', 'coordination', 'and', 'integration,', 'which', 'will', 'inform', 'the', 'region’s', 'official', 'fare', 'integration', 'study:', 'https://t.co/PgVFQVdhBd', '']","['ill', 'in', 'the']","['complete', 'fare', 'for', 'in', 'inform', 'new', 'of', 'officia', 'on', 'stud', 'study', 'the', 'will']",0.060240963855421686,19,37,2
934,50,"Second, sign up to give public comment in support of seamless transit at upcoming transit board meetings! There are several critical meetings in February and more to come in March. 

If you sign up using this form, we'll be in touch with more info: https://t.co/RR6r2FAFQM ",2021-02-02 19:37:00,199.0,6.0,0.0301507537688442,1.0,[],2.0,0.0,2.0,"['second,', 'sign', 'up', 'to', 'give', 'public', 'comment', 'in', 'support', 'of', 'seamless', 'transit', 'at', 'upcoming', 'transit', 'board', 'meetings!', 'there', 'are', 'several', 'critical', 'meetings', 'in', 'february', 'and', 'more', 'to', 'come', 'in', 'march.', 'if', 'you', 'sign', 'up', 'using', 'this', 'form,', ""we'll"", 'be', 'in', 'touch', 'with', 'more', 'info:', 'https://t.co/rr6r2fafqm']",https://t.co/RR6r2FAFQM,"['Second,', 'sign', 'up', 'to', 'give', 'public', 'comment', 'in', 'support', 'of', 'seamless', 'transit', 'at', 'upcoming', 'transit', 'board', 'meetings!', 'There', 'are', 'several', 'critical', 'meetings', 'in', 'February', 'and', 'more', 'to', 'come', 'in', 'March.', '\n\nIf', 'you', 'sign', 'up', 'using', 'this', 'form,', ""we'll"", 'be', 'in', 'touch', 'with', 'more', 'info:', 'https://t.co/RR6r2FAFQM', '']","['critic', 'critical', 'in', 'mar', 'sever', 'sin', 'the']","['for', 'give', 'in', 'more', 'of', 'on', 'seamless', 'sup', 'support', 'the', 'touch', 'up', 'upcoming', 'wit', 'with', 'yo', 'you']",0.03663003663003663,19,37,2
935,51,"What can you do right now? 

First, share your transit story with Seamless Bay Area. We're collecting stories to help us advocate with regional bodies and transit agencies for an integrated network➡️ https://t.co/KOgMtsjt42 ",2021-02-02 19:37:00,181.0,6.0,0.0331491712707182,1.0,[],1.0,0.0,1.0,"['what', 'can', 'you', 'do', 'right', 'now?', 'first,', 'share', 'your', 'transit', 'story', 'with', 'seamless', 'bay', 'area.', ""we're"", 'collecting', 'stories', 'to', 'help', 'us', 'advocate', 'with', 'regional', 'bodies', 'and', 'transit', 'agencies', 'for', 'an', 'integrated', 'network➡️', 'https://t.co/kogmtsjt42']",https://t.co/KOgMtsjt42,"['What', 'can', 'you', 'do', 'right', 'now?', '\n\nFirst,', 'share', 'your', 'transit', 'story', 'with', 'Seamless', 'Bay', 'Area.', ""We're"", 'collecting', 'stories', 'to', 'help', 'us', 'advocate', 'with', 'regional', 'bodies', 'and', 'transit', 'agencies', 'for', 'an', 'integrated', 'network➡️', 'https://t.co/KOgMtsjt42', '']","['die', 'dies', 'grate', 'in', 'no']","['can', 'first', 'for', 'hare', 'help', 'in', 'integrate', 'integrated', 'now', 'on', 'right', 'seamless', 'share', 'wit', 'with', 'work', 'yo', 'you']",0.05803571428571429,19,37,2
936,52,"That's why it is essential that Bay Area transit riders speak up NOW about the importance of a truly integrated transit network with a strong, centralized network manager with authority to integrate fares and service. ",2021-02-02 19:37:00,170.0,4.0,0.0235294117647058,1.0,[],2.0,0.0,0.0,"[""that's"", 'why', 'it', 'is', 'essential', 'that', 'bay', 'area', 'transit', 'riders', 'speak', 'up', 'now', 'about', 'the', 'importance', 'of', 'a', 'truly', 'integrated', 'transit', 'network', 'with', 'a', 'strong,', 'centralized', 'network', 'manager', 'with', 'authority', 'to', 'integrate', 'fares', 'and', 'service.']",,"[""That's"", 'why', 'it', 'is', 'essential', 'that', 'Bay', 'Area', 'transit', 'riders', 'speak', 'up', 'NOW', 'about', 'the', 'importance', 'of', 'a', 'truly', 'integrated', 'transit', 'network', 'with', 'a', 'strong,', 'centralized', 'network', 'manager', 'with', 'authority', 'to', 'integrate', 'fares', 'and', 'service.', '']","['grate', 'in', 'nag', 'no', 'the', 'vice']","['central', 'essential', 'fare', 'in', 'integrate', 'integrated', 'manage', 'now', 'of', 'on', 'peak', 'service', 'strong', 'the', 'truly', 'up', 'wit', 'with', 'work']",0.05963302752293578,19,37,2
937,53,"Despite these promising conversations, some transit agency leaders are gravitating toward a proposal that would maintain the local control of each agency to separately define fares and schedules, undermining the goal of a seamless transit network &amp; customer experience. ",2021-02-02 19:37:00,193.0,3.0,0.0155440414507772,1.0,[],1.0,0.0,0.0,"['despite', 'these', 'promising', 'conversations,', 'some', 'transit', 'agency', 'leaders', 'are', 'gravitating', 'toward', 'a', 'proposal', 'that', 'would', 'maintain', 'the', 'local', 'control', 'of', 'each', 'agency', 'to', 'separately', 'define', 'fares', 'and', 'schedules,', 'undermining', 'the', 'goal', 'of', 'a', 'seamless', 'transit', 'network', '&amp;', 'customer', 'experience.']",,"['Despite', 'these', 'promising', 'conversations,', 'some', 'transit', 'agency', 'leaders', 'are', 'gravitating', 'toward', 'a', 'proposal', 'that', 'would', 'maintain', 'the', 'local', 'control', 'of', 'each', 'agency', 'to', 'separately', 'define', 'fares', 'and', 'schedules,', 'undermining', 'the', 'goal', 'of', 'a', 'seamless', 'transit', 'network', '&amp;', 'customer', 'experience.', '']","['in', 'sin', 'spite', 'the', 'undermining']","['control', 'conversation', 'fare', 'fine', 'go', 'in', 'lead', 'leader', 'mai', 'main', 'maintain', 'of', 'on', 'pro', 'promising', 'seamless', 'the', 'under', 'work', 'would']",0.05474452554744525,19,37,2
938,54,"Meanwhile, the region’s fare integration study is starting to study options to integrate fares, and their analysis shows that institutional change will be needed to create a system that works best for riders. ",2021-02-02 19:37:00,201.0,6.0,0.0298507462686567,1.0,[],3.0,1.0,0.0,"['meanwhile,', 'the', 'region’s', 'fare', 'integration', 'study', 'is', 'starting', 'to', 'study', 'options', 'to', 'integrate', 'fares,', 'and', 'their', 'analysis', 'shows', 'that', 'institutional', 'change', 'will', 'be', 'needed', 'to', 'create', 'a', 'system', 'that', 'works', 'best', 'for', 'riders.']",,"['Meanwhile,', 'the', 'region’s', 'fare', 'integration', 'study', 'is', 'starting', 'to', 'study', 'options', 'to', 'integrate', 'fares,', 'and', 'their', 'analysis', 'shows', 'that', 'institutional', 'change', 'will', 'be', 'needed', 'to', 'create', 'a', 'system', 'that', 'works', 'best', 'for', 'riders.', '']","['grate', 'hang', 'ill', 'in', 'mean', 'the']","['art', 'best', 'change', 'create', 'fare', 'for', 'hang', 'how', 'in', 'integrate', 'need', 'needed', 'on', 'show', 'star', 'start', 'stud', 'study', 'the', 'will', 'work', 'works']",0.07655502392344497,19,37,2
939,55,"The Blue Ribbon Transit Recovery Task Force, formed last year to help Bay Area transit operators recover from the COVID crisis, has begun to discuss the concept of a network management entity with responsibility and power to coordinate transit across the Bay Area 👏 ",2021-02-02 19:37:00,224.0,6.0,0.0267857142857142,1.0,[],4.0,0.0,0.0,"['the', 'blue', 'ribbon', 'transit', 'recovery', 'task', 'force,', 'formed', 'last', 'year', 'to', 'help', 'bay', 'area', 'transit', 'operators', 'recover', 'from', 'the', 'covid', 'crisis,', 'has', 'begun', 'to', 'discuss', 'the', 'concept', 'of', 'a', 'network', 'management', 'entity', 'with', 'responsibility', 'and', 'power', 'to', 'coordinate', 'transit', 'across', 'the', 'bay', 'area']",,"['The', 'Blue', 'Ribbon', 'Transit', 'Recovery', 'Task', 'Force,', 'formed', 'last', 'year', 'to', 'help', 'Bay', 'Area', 'transit', 'operators', 'recover', 'from', 'the', 'COVID', 'crisis,', 'has', 'begun', 'to', 'discuss', 'the', 'concept', 'of', 'a', 'network', 'management', 'entity', 'with', 'responsibility', 'and', 'power', 'to', 'coordinate', 'transit', 'across', 'the', 'Bay', 'Area', '👏', '']","['beg', 'crisis', 'cuss', 'in', 'nag', 'the']","['as', 'ear', 'for', 'force', 'gem', 'help', 'in', 'manage', 'of', 'on', 'over', 'power', 'recover', 'recovery', 'responsibility', 'the', 'very', 'wit', 'with', 'work', 'yea']",0.05639097744360902,19,37,2
940,56,"🚨 It's a new year, and regional discussions about seamless transit are heating up. The next few months will be a critically important time for riders and advocates to speak up and influence regional conversations about integrated service, fares, and planning 🚨 

Thread 👇 ",2021-02-02 19:37:00,1225.0,50.0,0.0408163265306122,2.0,[],4.0,2.0,0.0,"[""it's"", 'a', 'new', 'year,', 'and', 'regional', 'discussions', 'about', 'seamless', 'transit', 'are', 'heating', 'up.', 'the', 'next', 'few', 'months', 'will', 'be', 'a', 'critically', 'important', 'time', 'for', 'riders', 'and', 'advocates', 'to', 'speak', 'up', 'and', 'influence', 'regional', 'conversations', 'about', 'integrated', 'service,', 'fares,', 'and', 'planning', 'thread']",,"['🚨', ""It's"", 'a', 'new', 'year,', 'and', 'regional', 'discussions', 'about', 'seamless', 'transit', 'are', 'heating', 'up.', 'The', 'next', 'few', 'months', 'will', 'be', 'a', 'critically', 'important', 'time', 'for', 'riders', 'and', 'advocates', 'to', 'speak', 'up', 'and', 'influence', 'regional', 'conversations', 'about', 'integrated', 'service,', 'fares,', 'and', 'planning', '🚨', '\n\nThread', '👇', '']","['critic', 'critical', 'cuss', 'grate', 'ill', 'in', 'the', 'vice']","['all', 'conversation', 'ear', 'fare', 'for', 'important', 'in', 'integrate', 'integrated', 'new', 'next', 'on', 'peak', 'seamless', 'service', 'the', 'up', 'will', 'yea']",0.04044117647058824,19,37,2
941,57,https://t.co/K6hRcHzw75 ,2021-02-01 22:58:00,1217.0,56.0,0.0460147904683648,1.0,[],6.0,1.0,38.0,['https://t.co/k6hrchzw75'],https://t.co/K6hRcHzw75,"['https://t.co/K6hRcHzw75', '']",[],[],0.0,22,58,1
942,0,"We are working with @Urban_Habitat and other members of the Voices for Public Transportation coalition to ensure a future regional transit funding measure is based on a clear vision an principles, connecting our region and advancing climate, equity, and mobility goals. https://t.co/gnHauCAYtj ",2019-08-30 16:59:00,1341.0,6.0,0.0044742729306487,1.0,[['@Urban_Habitat']],4.0,0.0,0.0,"['we', 'are', 'working', 'with', '@urban_habitat', 'and', 'other', 'members', 'of', 'the', 'voices', 'for', 'public', 'transportation', 'coalition', 'to', 'ensure', 'a', 'future', 'regional', 'transit', 'funding', 'measure', 'is', 'based', 'on', 'a', 'clear', 'vision', 'an', 'principles,', 'connecting', 'our', 'region', 'and', 'advancing', 'climate,', 'equity,', 'and', 'mobility', 'goals.', 'https://t.co/gnhaucaytj']",https://t.co/gnHauCAYtj,"['We', 'are', 'working', 'with', '@Urban_Habitat', 'and', 'other', 'members', 'of', 'the', 'Voices', 'for', 'Public', 'Transportation', 'coalition', 'to', 'ensure', 'a', 'future', 'regional', 'transit', 'funding', 'measure', 'is', 'based', 'on', 'a', 'clear', 'vision', 'an', 'principles,', 'connecting', 'our', 'region', 'and', 'advancing', 'climate,', 'equity,', 'and', 'mobility', 'goals.', 'https://t.co/gnHauCAYtj', '']","['ding', 'in', 'quit', 'the']","['as', 'clear', 'connect', 'ear', 'ensure', 'equity', 'for', 'fun', 'go', 'in', 'mate', 'mobility', 'of', 'on', 'principle', 'qui', 'sport', 'sure', 'the', 'vision', 'wit', 'with', 'work']",0.06462585034013606,16,59,5
943,1,"🎉🎉 Last chance to nominate for our Seamless Bay Area Award, which celebrates a person working to create a more unified, seamless transit system. Collaborating w/ @SFTRU #SFTransitWeek to showcase this award during their Rider-First Award party Sept 13.  https://t.co/CVVOT2tGX3 https://t.co/zszhFVYf0U ",2019-08-30 15:01:00,911.0,21.0,0.0230515916575192,1.0,[['@SFTRU']],5.0,2.0,3.0,"['last', 'chance', 'to', 'nominate', 'for', 'our', 'seamless', 'bay', 'area', 'award,', 'which', 'celebrates', 'a', 'person', 'working', 'to', 'create', 'a', 'more', 'unified,', 'seamless', 'transit', 'system.', 'collaborating', 'w/', '@sftru', '#sftransitweek', 'to', 'showcase', 'this', 'award', 'during', 'their', 'rider-first', 'award', 'party', 'sept', 'https://t.co/cvvot2tgx3', 'https://t.co/zszhfvyf0u']","https://t.co/CVVOT2tGX3, https://t.co/zszhFVYf0U","['🎉🎉', 'Last', 'chance', 'to', 'nominate', 'for', 'our', 'Seamless', 'Bay', 'Area', 'Award,', 'which', 'celebrates', 'a', 'person', 'working', 'to', 'create', 'a', 'more', 'unified,', 'seamless', 'transit', 'system.', 'Collaborating', 'w/', '@SFTRU', '#SFTransitWeek', 'to', 'showcase', 'this', 'award', 'during', 'their', 'Rider-First', 'Award', 'party', 'Sept', '13.', '', 'https://t.co/CVVOT2tGX3', 'https://t.co/zszhFVYf0U', '']","['brat', 'in', 'no', 'the']","['art', 'as', 'award', 'celebrate', 'chance', 'create', 'first', 'for', 'how', 'in', 'more', 'nom', 'nominate', 'on', 'ora', 'party', 'seamless', 'show', 'the', 'unified', 'work']",0.05629139072847682,15,1,5
944,2,"We strongly agree:  ""In fact, getting on track to coordinating the Bay Area’s existing transit systems might be key to getting public buy-in for a huge regional measure, by making transit feel like a unified, regional system."" https://t.co/iwBYKDUBHY ",2019-08-29 23:11:00,2019.0,19.0,0.0094105993065874,4.0,[],15.0,0.0,0.0,"['we', 'strongly', 'agree:', '""in', 'fact,', 'getting', 'on', 'track', 'to', 'coordinating', 'the', 'bay', 'area’s', 'existing', 'transit', 'systems', 'might', 'be', 'key', 'to', 'getting', 'public', 'buy-in', 'for', 'a', 'huge', 'regional', 'measure,', 'by', 'making', 'transit', 'feel', 'like', 'a', 'unified,', 'regional', 'system.""', 'https://t.co/iwbykdubhy']",https://t.co/iwBYKDUBHY,"['We', 'strongly', 'agree:', '', '""In', 'fact,', 'getting', 'on', 'track', 'to', 'coordinating', 'the', 'Bay', 'Area’s', 'existing', 'transit', 'systems', 'might', 'be', 'key', 'to', 'getting', 'public', 'buy-in', 'for', 'a', 'huge', 'regional', 'measure,', 'by', 'making', 'transit', 'feel', 'like', 'a', 'unified,', 'regional', 'system.""', 'https://t.co/iwBYKDUBHY', '']","['in', 'sting', 'the']","['agree', 'as', 'for', 'hug', 'huge', 'in', 'like', 'on', 'strong', 'strongly', 'sure', 'the', 'unified']",0.03984063745019921,23,11,4
